@relation random1000

@attribute meanfreq numeric
@attribute sd numeric
@attribute 'sd d' {high,medium,low}
@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute IQR numeric
@attribute 'IQR d' {medium,low,high}
@attribute skew numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute centroid numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute mindom numeric
@attribute maxdom numeric
@attribute dfrange numeric
@attribute 'dfrange d' {low,medium,high}
@attribute modindx numeric
@attribute label {male,female}

@data
0.217967,0.042504,low,0.230765,0.193939,0.249778,0.05584,low,2.064522,7.401659,0.883175,0.207963,0.255583,0.217967,0.143295,0.016032,0.271186,0.251603,0.109375,0.5625,0.453125,low,0.145644,female
0.201867,0.044053,low,0.199402,0.177024,0.235608,0.058583,low,1.537239,4.748072,0.898281,0.23086,0.20577,0.201867,0.161075,0.01592,0.275862,0.261914,0.164063,1.132813,0.96875,low,0.089146,female
0.207709,0.042006,low,0.206569,0.185752,0.237908,0.052157,low,2.342107,9.587379,0.883484,0.212289,0.196275,0.207709,0.165952,0.016719,0.275862,0.234131,0.007813,0.546875,0.539063,low,0.156422,female
0.114828,0.084428,high,0.088618,0.044042,0.179905,0.135863,high,1.021112,3.811971,0.969638,0.774734,0.022421,0.114828,0.191768,0.16,0.275862,0.556526,0.023438,5.101563,5.078125,low,0.155865,female
0.122956,0.082142,high,0.118592,0.044048,0.195908,0.151859,high,1.323653,5.209489,0.972679,0.808443,0.01879,0.122956,0.166807,0.015857,0.275862,1.290799,0.023438,6.0625,6.039063,medium,0.138041,female
0.128305,0.081829,high,0.124444,0.050517,0.207613,0.157096,high,1.342287,4.859123,0.961928,0.740389,0.01571,0.128305,0.200131,0.029907,0.271186,0.458882,0.007813,3.648438,3.640625,low,0.184549,female
0.118339,0.087454,high,0.153019,0.022833,0.187468,0.164635,high,2.145869,7.826696,0.937856,0.652659,0.010815,0.118339,0.174555,0.031008,0.275862,1.204427,0.015625,3.578125,3.5625,low,0.334729,female
0.127115,0.087621,high,0.118474,0.039046,0.214589,0.175542,high,1.403034,5.160246,0.962335,0.746798,0.010012,0.127115,0.198997,0.024096,0.25,0.404687,0.007813,2.984375,2.976563,low,0.169666,female
0.143133,0.08892,high,0.175501,0.050247,0.21883,0.168583,high,1.073173,3.971287,0.966103,0.767905,0.182783,0.143133,0.164229,0.021592,0.266667,0.73584,0.007813,3.578125,3.570313,low,0.285339,female
0.110503,0.080766,high,0.09391,0.033972,0.18847,0.154498,high,1.446765,5.109277,0.96258,0.732711,0.006708,0.110503,0.186252,0.044818,0.258065,0.732928,0.007813,4.703125,4.695313,low,0.200883,female
0.139254,0.08398,high,0.15192,0.056905,0.21248,0.155575,high,1.546572,5.868484,0.975814,0.822671,0.209173,0.139254,0.193576,0.034483,0.262295,0.515625,0.007813,3.921875,3.914063,low,0.142429,female
0.111154,0.072247,high,0.099961,0.048323,0.167061,0.118738,medium,1.229987,4.542822,0.964883,0.753862,0.163748,0.111154,0.160144,0.035165,0.266667,0.336293,0.007813,1.09375,1.085938,low,0.292223,female
0.22293,0.031245,low,0.222727,0.207614,0.24142,0.033807,low,2.391135,8.461177,0.821259,0.159198,0.212784,0.22293,0.165218,0.047059,0.277457,1.957695,0.210938,9.726563,9.515625,medium,0.145823,female
0.21817,0.040306,low,0.22,0.206122,0.240408,0.034286,low,3.019389,12.813422,0.826914,0.215681,0.237959,0.21817,0.197125,0.048144,0.27907,1.125499,0.023438,11.320313,11.296875,medium,0.080103,female
0.223279,0.042489,low,0.231022,0.206749,0.248793,0.042043,low,1.768652,6.143703,0.859115,0.222222,0.234489,0.223279,0.192254,0.049638,0.27907,1.042719,0.210938,12.023438,11.8125,medium,0.068723,female
0.215388,0.036483,low,0.215227,0.204978,0.234905,0.029927,low,2.717174,10.622445,0.829634,0.214976,0.211537,0.215388,0.200699,0.058608,0.27907,1.035937,0.210938,8.484375,8.273438,medium,0.055279,female
0.22523,0.03642,low,0.230563,0.214368,0.245906,0.031537,low,2.142683,7.154854,0.841069,0.222524,0.234399,0.22523,0.174219,0.047619,0.275862,1.311458,0.023438,9.351563,9.328125,medium,0.118152,female
0.211238,0.033338,low,0.212121,0.200551,0.230248,0.029697,low,3.113291,14.901005,0.830429,0.201215,0.204408,0.211238,0.171062,0.047525,0.275862,2.676989,0.023438,10.078125,10.054688,medium,0.180115,female
0.227537,0.039724,low,0.233846,0.204615,0.258077,0.053462,low,1.339288,3.605846,0.860543,0.197276,0.261154,0.227537,0.181804,0.047714,0.27907,1.158353,0.023438,9.773438,9.75,medium,0.069368,female
0.227683,0.033163,low,0.23604,0.205149,0.249901,0.044752,low,1.866182,5.81922,0.841533,0.160283,0.242376,0.227683,0.181121,0.048338,0.271186,1.258247,0.023438,11.882813,11.859375,medium,0.103983,female
0.222549,0.029793,low,0.225298,0.208609,0.24106,0.03245,low,2.099661,6.890958,0.826618,0.149223,0.229007,0.222549,0.178898,0.047761,0.277457,0.861328,0.023438,9.1875,9.164063,medium,0.097187,female
0.214582,0.032225,low,0.217439,0.201035,0.231553,0.030518,low,2.03346,6.309048,0.843965,0.199944,0.197984,0.214582,0.175978,0.047761,0.271186,0.984809,0.210938,6.445313,6.234375,medium,0.152111,female
0.216809,0.040454,low,0.223929,0.207857,0.238571,0.030714,low,2.43929,9.146365,0.841355,0.234533,0.231786,0.216809,0.176909,0.048387,0.268156,1.150026,0.023438,9.515625,9.492188,medium,0.051807,female
0.218478,0.042913,low,0.215842,0.204795,0.248134,0.043338,low,3.105067,16.062514,0.84966,0.251582,0.209044,0.218478,0.187587,0.048096,0.275862,1.049202,0.023438,7.546875,7.523438,medium,0.116207,female
0.195367,0.052071,medium,0.204657,0.191617,0.222044,0.030427,low,3.349808,16.525581,0.874575,0.403534,0.203571,0.195367,0.172325,0.04888,0.275862,1.118939,0.023438,9.46875,9.445313,medium,0.053327,female
0.230791,0.034518,low,0.231215,0.209488,0.259912,0.050425,low,1.598823,4.867484,0.845818,0.137412,0.214407,0.230791,0.188669,0.048632,0.275862,1.189002,0.023438,9.632813,9.609375,medium,0.096864,female
0.229938,0.036196,low,0.235362,0.217327,0.256103,0.038776,low,1.680098,5.002185,0.850272,0.191835,0.253849,0.229938,0.196619,0.047244,0.277457,1.888184,0.023438,9.539063,9.515625,medium,0.144937,female
0.221971,0.043472,low,0.219759,0.200964,0.255904,0.05494,low,1.442991,4.4849,0.859834,0.219356,0.207229,0.221971,0.173614,0.048436,0.27907,1.313497,0.023438,8.625,8.601563,medium,0.159815,female
0.22755,0.034005,low,0.227879,0.210909,0.251717,0.040808,low,2.26426,8.729469,0.837586,0.175808,0.225455,0.22755,0.198825,0.046967,0.27907,0.947545,0.023438,9.796875,9.773438,medium,0.079682,female
0.219502,0.034952,low,0.221448,0.199678,0.243217,0.043539,low,1.427627,4.032357,0.863479,0.197404,0.206059,0.219502,0.184217,0.047761,0.277457,1.74375,0.1875,9.210938,9.023438,medium,0.120831,female
0.218647,0.033346,low,0.219148,0.20125,0.240625,0.039375,low,2.035893,6.687083,0.834888,0.166016,0.198068,0.218647,0.187419,0.048096,0.274286,0.787861,0.023438,10.617188,10.59375,medium,0.048311,female
0.222228,0.043417,low,0.227527,0.196559,0.254624,0.058065,low,1.13402,3.020309,0.879698,0.265083,0.275699,0.222228,0.165079,0.048387,0.27907,1.818559,0.070313,9.070313,9,medium,0.164629,female
0.226664,0.035609,low,0.228433,0.210792,0.249693,0.038901,low,1.833258,6.336444,0.848541,0.188153,0.222553,0.226664,0.185299,0.047478,0.27907,1.412109,0.023438,10.921875,10.898438,medium,0.115167,female
0.219185,0.031278,low,0.218686,0.206015,0.235445,0.029431,low,2.287848,8.7283,0.840193,0.165369,0.215825,0.219185,0.182606,0.047384,0.277457,2.059896,0.023438,9.84375,9.820313,medium,0.113182,female
0.235653,0.037057,low,0.248134,0.213657,0.261194,0.047537,low,2.070482,6.765489,0.832945,0.16913,0.259627,0.235653,0.183227,0.047856,0.27907,0.821484,0.210938,5.882813,5.671875,low,0.107103,female
0.212135,0.032599,low,0.216067,0.196,0.230533,0.034533,low,2.255479,7.881732,0.835406,0.197826,0.228667,0.212135,0.173435,0.049587,0.255319,0.499273,0.023438,3.679688,3.65625,low,0.061538,female
0.217905,0.03328,low,0.216509,0.201892,0.236607,0.034715,low,2.352545,8.922851,0.832994,0.176698,0.21925,0.217905,0.181026,0.051392,0.27907,1.986816,0.023438,9.328125,9.304688,medium,0.151401,female
0.22665,0.037314,low,0.233748,0.202913,0.253641,0.050728,low,2.059149,7.80235,0.843057,0.179239,0.24071,0.22665,0.193562,0.047384,0.277457,1.443979,0.023438,9.445313,9.421875,medium,0.128699,female
0.211401,0.044609,low,0.208923,0.191692,0.241769,0.050077,low,1.841356,6.20464,0.860925,0.259532,0.192231,0.211401,0.168964,0.048436,0.27907,1.228365,0.023438,9.703125,9.679688,medium,0.062496,female
0.219425,0.037713,low,0.226288,0.195453,0.244192,0.048739,low,1.287379,3.587348,0.861892,0.212835,0.193464,0.219425,0.179508,0.047431,0.271186,1.921875,0.023438,10.007813,9.984375,medium,0.110268,female
0.221984,0.033771,low,0.220384,0.208656,0.241885,0.033229,low,2.354862,8.692618,0.835669,0.184223,0.215497,0.221984,0.191292,0.049536,0.272727,1.278161,0.210938,13.007813,12.796875,medium,0.059753,female
0.212031,0.034822,low,0.209666,0.193196,0.230143,0.036948,low,2.312172,9.42505,0.854942,0.197909,0.20566,0.212031,0.189002,0.049587,0.27907,0.429332,0.023438,1.6875,1.664063,low,0.099966,female
0.225684,0.03423,low,0.234699,0.209157,0.245783,0.036627,low,2.830076,11.445819,0.812838,0.174304,0.240482,0.225684,0.190573,0.047337,0.277457,1.542188,0.023438,9.5625,9.539063,medium,0.104508,female
0.209008,0.042728,low,0.212385,0.193719,0.232711,0.038993,low,2.073218,7.208493,0.864578,0.282264,0.206578,0.209008,0.187479,0.050473,0.277457,1.171433,0.023438,14.320313,14.296875,high,0.061009,female
0.22664,0.046018,medium,0.238636,0.215909,0.255,0.039091,low,2.066021,6.970632,0.861787,0.290298,0.244091,0.22664,0.174326,0.047291,0.27907,1.98877,0.023438,11.953125,11.929688,medium,0.082961,female
0.216473,0.058323,medium,0.226168,0.200374,0.258692,0.058318,low,1.695745,5.338922,0.892106,0.361473,0.208224,0.216473,0.173048,0.048387,0.275862,1.330078,0.023438,5.71875,5.695313,low,0.169113,female
0.199537,0.061506,medium,0.220235,0.184,0.236235,0.052235,low,2.597053,11.836669,0.907332,0.497158,0.225412,0.199537,0.183936,0.049844,0.27907,2.126524,0.023438,10.429688,10.40625,medium,0.142342,female
0.209176,0.055389,medium,0.221982,0.191712,0.242162,0.05045,low,1.691632,5.485007,0.890396,0.377436,0.226018,0.209176,0.161557,0.048,0.272727,1.392857,0.023438,10.898438,10.875,medium,0.105873,female
0.219691,0.031193,low,0.225066,0.198829,0.241054,0.042225,low,2.5155,10.819526,0.837612,0.154594,0.239414,0.219691,0.184825,0.047431,0.271186,0.826389,0.023438,5.390625,5.367188,low,0.140232,female
0.219219,0.036296,low,0.224,0.200667,0.245,0.044333,low,1.654299,4.9172,0.852394,0.199234,0.2345,0.219219,0.183481,0.047059,0.27907,2.026148,0.023438,9.9375,9.914063,medium,0.129271,female
0.211588,0.04064,low,0.206682,0.19088,0.241445,0.050564,low,1.880469,6.940236,0.864085,0.26051,0.204153,0.211588,0.153024,0.052288,0.271186,0.946615,0.210938,7.453125,7.242188,medium,0.127323,female
0.206964,0.055695,medium,0.216829,0.195488,0.239451,0.043963,low,1.788383,5.904736,0.893281,0.365547,0.213841,0.206964,0.181608,0.048583,0.277457,0.930804,0.09375,12.023438,11.929688,medium,0.056189,female
0.219734,0.033702,low,0.217827,0.20063,0.246047,0.045417,low,1.639987,5.015083,0.853802,0.187255,0.200189,0.219734,0.179655,0.047244,0.27907,1.573661,0.023438,9.632813,9.609375,medium,0.131453,female
0.224958,0.030206,low,0.230067,0.2114,0.241267,0.029867,low,2.626613,10.753173,0.824591,0.157823,0.236133,0.224958,0.175637,0.047809,0.271186,1.400136,0.023438,9.609375,9.585938,medium,0.119975,female
0.229329,0.038242,low,0.241175,0.212855,0.253051,0.040196,low,3.09962,15.311529,0.83551,0.194872,0.241175,0.229329,0.194431,0.049383,0.27907,1.015625,0.023438,9.46875,9.445313,medium,0.076662,female
0.217816,0.038143,low,0.222727,0.202841,0.239034,0.036193,low,1.547553,4.20308,0.864695,0.253961,0.228693,0.217816,0.154483,0.047525,0.27907,1.2,0.023438,9.234375,9.210938,medium,0.074413,female
0.215634,0.039019,low,0.217562,0.199723,0.239668,0.039945,low,2.072381,7.522413,0.861969,0.256231,0.209418,0.215634,0.182146,0.048048,0.277457,1.411557,0.023438,10.078125,10.054688,medium,0.098631,female
0.223532,0.041782,low,0.231398,0.197419,0.256344,0.058925,low,1.336086,3.824062,0.869303,0.211917,0.233978,0.223532,0.179014,0.050526,0.27907,1.110224,0.023438,6.820313,6.796875,medium,0.094745,female
0.227946,0.042246,low,0.238612,0.206221,0.258046,0.051825,low,1.651711,5.12252,0.868684,0.240415,0.241851,0.227946,0.179715,0.049948,0.277457,1.411414,0.023438,10.101563,10.078125,medium,0.125883,female
0.232794,0.038225,low,0.243396,0.205365,0.265263,0.059898,low,1.924879,6.347851,0.844692,0.154248,0.256706,0.232794,0.185199,0.051118,0.277457,1.178961,0.023438,11.015625,10.992188,medium,0.084632,female
0.215536,0.039201,low,0.207473,0.193846,0.246154,0.052308,low,2.137455,7.951889,0.857409,0.211434,0.193846,0.215536,0.174002,0.047856,0.274286,1.182398,0.023438,9.9375,9.914063,medium,0.044866,female
0.215311,0.03386,low,0.21748,0.197831,0.235343,0.037512,low,2.217004,8.449539,0.855785,0.201448,0.216587,0.215311,0.188925,0.050901,0.277457,0.935462,0.023438,5.71875,5.695313,low,0.067088,female
0.223748,0.039713,low,0.223462,0.201154,0.252692,0.051538,low,1.87654,6.339011,0.852729,0.212552,0.207308,0.223748,0.174687,0.048096,0.277457,0.883807,0.023438,5.554688,5.53125,low,0.082835,female
0.227807,0.035063,low,0.232195,0.204024,0.253537,0.049512,low,1.741114,5.80272,0.848078,0.137375,0.250122,0.227807,0.189972,0.047384,0.269663,0.966686,0.023438,8.554688,8.53125,medium,0.054568,female
0.223672,0.038013,low,0.219545,0.196818,0.255909,0.059091,low,1.590275,5.10777,0.852404,0.166266,0.196818,0.223672,0.184853,0.048485,0.27907,0.597147,0.023438,4.03125,4.007813,low,0.047872,female
0.224134,0.059648,medium,0.243779,0.204302,0.266163,0.06186,low,2.538157,10.072611,0.873688,0.33201,0.273895,0.224134,0.196132,0.05178,0.27907,1.308933,0.023438,9.84375,9.820313,medium,0.055688,female
0.217979,0.044916,low,0.215694,0.201404,0.252759,0.051356,low,2.077279,7.502047,0.862452,0.273082,0.198724,0.217979,0.175743,0.048632,0.272727,1.068229,0.023438,5.789063,5.765625,low,0.085976,female
0.219379,0.054665,medium,0.224191,0.195094,0.265213,0.070119,medium,2.467939,11.32711,0.878539,0.332435,0.279523,0.219379,0.161697,0.051337,0.268156,0.940358,0.023438,8.71875,8.695313,medium,0.061995,female
0.213451,0.043488,low,0.213147,0.19231,0.244403,0.052093,low,1.40976,4.121198,0.875223,0.276812,0.198388,0.213451,0.181085,0.047619,0.268156,1.270508,0.023438,11.625,11.601563,medium,0.111515,female
0.211928,0.050644,medium,0.211842,0.197105,0.249053,0.051947,low,2.201934,8.603567,0.872603,0.284678,0.202263,0.211928,0.189264,0.047059,0.274286,1.596354,0.023438,12.023438,12,medium,0.100952,female
0.2191,0.038713,low,0.22434,0.197147,0.246009,0.048862,low,1.500144,4.525563,0.872427,0.248019,0.245584,0.2191,0.17177,0.047384,0.274286,1.022949,0.023438,10.734375,10.710938,medium,0.063555,female
0.230981,0.038586,low,0.241261,0.203993,0.259405,0.055412,low,1.393942,3.703141,0.857498,0.19908,0.267741,0.230981,0.174558,0.047198,0.27907,2.072917,0.023438,18.9375,18.914063,high,0.098729,female
0.241381,0.034487,low,0.248444,0.235921,0.261968,0.026047,low,2.766456,10.706824,0.803028,0.160076,0.245939,0.241381,0.162343,0.04893,0.277457,2.169819,0.234375,9.960938,9.726563,medium,0.098649,female
0.236895,0.034509,low,0.238151,0.227797,0.258428,0.030632,low,2.640107,10.558931,0.805817,0.1638,0.229954,0.236895,0.18408,0.052516,0.277457,1.028646,0.023438,8.507813,8.484375,medium,0.089713,female
0.227439,0.035455,low,0.234076,0.212229,0.247452,0.035223,low,2.419148,9.392068,0.832401,0.195861,0.237643,0.227439,0.159267,0.048682,0.27907,1.372396,0.023438,11.71875,11.695313,medium,0.072574,female
0.229041,0.043025,low,0.237474,0.221053,0.253474,0.032421,low,2.462757,8.864676,0.839626,0.26286,0.237474,0.229041,0.175148,0.047619,0.272727,2.070313,0.023438,11.132813,11.109375,medium,0.117332,female
0.242639,0.031308,low,0.246456,0.228752,0.26416,0.035408,low,2.330299,7.926006,0.801602,0.13335,0.262762,0.242639,0.162929,0.047856,0.277457,1.648105,0.023438,8.835938,8.8125,medium,0.111643,female
0.234023,0.035242,low,0.242041,0.214286,0.257551,0.043265,low,2.019871,6.921375,0.838263,0.171757,0.253061,0.234023,0.16816,0.047013,0.277457,1.449375,0.023438,10.289063,10.265625,medium,0.11078,female
0.231254,0.043814,low,0.23341,0.210346,0.269852,0.059506,low,3.02813,14.414443,0.840764,0.233164,0.272619,0.231254,0.177564,0.048682,0.275862,1.309443,0.023438,9.773438,9.75,medium,0.118717,female
0.240724,0.037766,low,0.251019,0.230064,0.260382,0.030318,low,3.08205,13.901804,0.810897,0.188827,0.251911,0.240724,0.176912,0.048534,0.27907,1.405273,0.023438,10.476563,10.453125,medium,0.115542,female
0.238364,0.033958,low,0.241379,0.227335,0.258056,0.030721,low,2.030805,6.19618,0.811642,0.152091,0.253668,0.238364,0.180284,0.046921,0.275862,0.835938,0.023438,10.640625,10.617188,medium,0.040961,female
0.242082,0.042667,low,0.254632,0.234051,0.268513,0.034462,low,2.368357,7.933228,0.823537,0.229495,0.264205,0.242082,0.179701,0.047151,0.27907,0.81808,0.023438,2.25,2.226563,low,0.221884,female
0.23488,0.034472,low,0.238416,0.223762,0.255842,0.032079,low,2.345269,8.380456,0.823732,0.17819,0.229703,0.23488,0.183594,0.047952,0.277457,1.524306,0.023438,10.40625,10.382813,medium,0.12703,female
0.247041,0.038041,low,0.256631,0.237936,0.268528,0.030592,low,2.46714,8.386868,0.800842,0.161888,0.272352,0.247041,0.191864,0.04883,0.27907,2.132314,0.023438,12.398438,12.375,medium,0.147254,female
0.223031,0.035832,low,0.227907,0.213381,0.242934,0.029553,low,2.346271,8.366294,0.844584,0.219555,0.227406,0.223031,0.177936,0.05042,0.274286,0.706572,0.023438,7.289063,7.265625,medium,0.080125,female
0.235686,0.038506,low,0.242192,0.229041,0.25863,0.029589,low,2.779985,11.392185,0.818772,0.204903,0.249315,0.235686,0.175759,0.047105,0.27907,1.828125,0.257813,9.515625,9.257813,medium,0.138608,female
0.232222,0.03657,low,0.233539,0.218326,0.254508,0.036182,low,2.065336,7.09064,0.832289,0.193742,0.226138,0.232222,0.182948,0.051502,0.27907,1.238971,0.023438,11.71875,11.695313,medium,0.104383,female
0.226452,0.031233,low,0.22491,0.213285,0.246643,0.033357,low,2.385628,8.70796,0.812386,0.15397,0.222888,0.226452,0.196945,0.051227,0.27907,1.213199,0.023438,9.351563,9.328125,medium,0.134143,female
0.231644,0.035354,low,0.231738,0.215783,0.25886,0.043077,low,1.962933,6.45919,0.837505,0.182765,0.221766,0.231644,0.192179,0.054983,0.275862,1.095578,0.023438,10.03125,10.007813,medium,0.082134,female
0.225668,0.033966,low,0.233194,0.204776,0.248657,0.043881,low,2.046778,7.169019,0.843487,0.182467,0.233194,0.225668,0.175209,0.047572,0.274286,1.412224,0.023438,17.625,17.601563,high,0.08988,female
0.235668,0.035568,low,0.240065,0.222366,0.257763,0.035397,low,2.006333,6.427613,0.828406,0.177183,0.242788,0.235668,0.190731,0.047478,0.27907,1.240513,0.023438,9.140625,9.117188,medium,0.087997,female
0.230992,0.031246,low,0.229988,0.214678,0.251762,0.037084,low,1.890016,5.971598,0.834185,0.140839,0.221823,0.230992,0.191741,0.047291,0.277457,2.288628,0.023438,21.796875,21.773438,high,0.111634,female
0.236498,0.033128,low,0.241569,0.22281,0.258039,0.035229,low,2.139436,7.066709,0.819933,0.152012,0.252549,0.236498,0.182796,0.047666,0.27907,1.147171,0.023438,8.203125,8.179688,medium,0.110011,female
0.236732,0.032935,low,0.242886,0.226443,0.25557,0.029128,low,2.028135,6.350746,0.819873,0.163262,0.246644,0.236732,0.158888,0.047904,0.275862,1.95503,0.234375,10.757813,10.523438,medium,0.178675,female
0.232293,0.036868,low,0.237451,0.225556,0.251176,0.025621,low,2.699105,10.744814,0.818783,0.196225,0.230131,0.232293,0.172606,0.04918,0.274286,1.876674,0.023438,10.757813,10.734375,medium,0.099552,female
0.23873,0.034513,low,0.24669,0.224483,0.26069,0.036207,low,2.261478,7.855817,0.821816,0.170173,0.26069,0.23873,0.188405,0.04829,0.27907,1.350911,0.023438,10.757813,10.734375,medium,0.07198,female
0.225288,0.034083,low,0.228538,0.212735,0.247178,0.034443,low,2.11389,7.525178,0.846499,0.203654,0.215166,0.225288,0.166322,0.047666,0.271186,1.54541,0.023438,10.125,10.101563,medium,0.139,female
0.226054,0.045661,low,0.231304,0.204035,0.260522,0.056487,low,1.644343,4.863385,0.861339,0.280192,0.260522,0.226054,0.155548,0.047013,0.27907,0.857812,0.023438,10.710938,10.6875,medium,0.086,female
0.235332,0.035095,low,0.236993,0.217778,0.263987,0.046209,low,1.912202,5.938968,0.829821,0.170795,0.218235,0.235332,0.173991,0.048241,0.27907,1.194222,0.023438,9.492188,9.46875,medium,0.115638,female
0.224207,0.032266,low,0.230323,0.212258,0.240484,0.028226,low,3.25875,16.017607,0.824446,0.169864,0.231828,0.224207,0.187533,0.051227,0.27907,0.872792,0.023438,10.171875,10.148438,medium,0.036721,female
0.234232,0.031842,low,0.238263,0.22165,0.252851,0.031201,low,2.062098,6.785469,0.826263,0.153974,0.246773,0.234232,0.175598,0.049587,0.27907,1.271365,0.023438,9.796875,9.773438,medium,0.066294,female
0.232347,0.035586,low,0.240067,0.224564,0.250872,0.026309,low,2.61166,9.813485,0.82122,0.197019,0.248993,0.232347,0.189392,0.048048,0.27907,1.567765,0.023438,10.289063,10.265625,medium,0.097395,female
0.236703,0.035746,low,0.247347,0.22449,0.258776,0.034286,low,2.767103,10.975624,0.823211,0.182902,0.248571,0.236703,0.185297,0.047059,0.27907,1.93135,0.023438,11.273438,11.25,medium,0.115891,female
0.231746,0.033506,low,0.236955,0.223582,0.246985,0.023403,low,2.88454,12.121997,0.81951,0.178301,0.237791,0.231746,0.182589,0.048144,0.27907,1.249479,0.023438,10.195313,10.171875,medium,0.091074,female
0.244356,0.031809,low,0.252995,0.231675,0.265787,0.034112,low,2.412311,8.115037,0.808986,0.114351,0.253942,0.244356,0.174934,0.047809,0.27907,1.234557,0.023438,8.625,8.601563,medium,0.086462,female
0.229129,0.038425,low,0.231253,0.205125,0.258942,0.053816,low,1.605998,4.582894,0.851358,0.202109,0.194986,0.229129,0.172266,0.047714,0.27907,1.179332,0.023438,8.484375,8.460938,medium,0.080482,female
0.229656,0.041493,low,0.239626,0.201495,0.263551,0.062056,low,2.322638,9.943458,0.860796,0.227796,0.264673,0.229656,0.177047,0.057762,0.27907,1.306406,0.023438,6.492188,6.46875,medium,0.125039,female
0.219049,0.032995,low,0.222069,0.209195,0.232797,0.023602,low,4.043277,24.279546,0.811784,0.194126,0.222605,0.219049,0.18151,0.050794,0.274286,0.882568,0.1875,9.914063,9.726563,medium,0.104819,female
0.251124,0.03421,low,0.261224,0.247347,0.273469,0.026122,low,3.10223,13.091336,0.780359,0.12243,0.277551,0.251124,0.185008,0.047809,0.27907,1.891544,0.046875,9.890625,9.84375,medium,0.081256,female
0.234898,0.04167,low,0.241853,0.21248,0.268937,0.056458,low,2.231818,9.308338,0.847179,0.211837,0.277711,0.234898,0.195481,0.048436,0.27907,1.208789,0.023438,10.21875,10.195313,medium,0.103317,female
0.240941,0.039322,low,0.25163,0.227783,0.266021,0.038238,low,2.417982,8.604417,0.822504,0.202261,0.265198,0.240941,0.165649,0.049434,0.27907,1.35389,0.023438,8.742188,8.71875,medium,0.07422,female
0.229129,0.031968,low,0.23201,0.216856,0.246804,0.029948,low,2.360172,8.994627,0.835542,0.166957,0.225155,0.229129,0.166136,0.049281,0.271186,1.480674,0.09375,20.976563,20.882813,high,0.076552,female
0.234016,0.033883,low,0.236537,0.220657,0.254925,0.034269,low,1.881389,5.789723,0.831457,0.168652,0.22191,0.234016,0.197109,0.048,0.27907,0.90625,0.023438,5.179688,5.15625,low,0.114593,female
0.231515,0.03758,low,0.232111,0.213991,0.259723,0.045732,low,1.640189,4.654625,0.844427,0.204914,0.226071,0.231515,0.174887,0.048436,0.274286,1.148438,0.023438,9.375,9.351563,medium,0.062129,female
0.225222,0.035246,low,0.221417,0.208962,0.250939,0.041977,low,2.535751,11.503406,0.845708,0.192119,0.213114,0.225222,0.176216,0.047384,0.27907,0.789274,0.023438,5.109375,5.085938,low,0.074309,female
0.227055,0.033832,low,0.226074,0.212385,0.246815,0.03443,low,2.202427,8.763321,0.839794,0.182016,0.217363,0.227055,0.165738,0.047291,0.27907,1.408743,0.023438,9.84375,9.820313,medium,0.096862,female
0.229929,0.035778,low,0.235368,0.223161,0.250245,0.027084,low,2.464459,8.789071,0.833297,0.211227,0.225068,0.229929,0.181026,0.047151,0.27907,1.350098,0.023438,10.5,10.476563,medium,0.093197,female
0.238155,0.031897,low,0.243118,0.228817,0.257043,0.028226,low,2.441471,8.941417,0.815513,0.152197,0.229194,0.238155,0.174312,0.046921,0.27907,1.076823,0.023438,10.453125,10.429688,medium,0.108989,female
0.22361,0.033286,low,0.226916,0.211963,0.240374,0.028411,low,2.620117,10.884271,0.834979,0.186741,0.224299,0.22361,0.172775,0.048144,0.27907,1.689892,0.023438,9.796875,9.773438,medium,0.077382,female
0.229678,0.033959,low,0.232105,0.219211,0.251263,0.032053,low,2.413956,9.418564,0.840642,0.189225,0.223632,0.229678,0.182946,0.047291,0.27907,1.736144,0.210938,10.101563,9.890625,medium,0.071235,female
0.235304,0.037734,low,0.240385,0.224231,0.258077,0.033846,low,2.106293,6.923867,0.831856,0.200271,0.249615,0.235304,0.190716,0.049231,0.277457,1.272321,0.023438,11.179688,11.15625,medium,0.058357,female
0.24122,0.03894,low,0.251495,0.22768,0.267371,0.039691,low,2.533782,9.830681,0.831151,0.201935,0.251495,0.24122,0.170944,0.049536,0.27907,1.039426,0.023438,4.007813,3.984375,low,0.152167,female
0.239604,0.031917,low,0.245438,0.230912,0.258462,0.027549,low,2.110013,6.661653,0.811522,0.142179,0.26297,0.239604,0.166808,0.048193,0.274286,2.095526,0.023438,11.554688,11.53125,medium,0.113918,female
0.243266,0.037653,low,0.256402,0.229173,0.265478,0.036305,low,2.925315,11.767283,0.811305,0.181158,0.256402,0.243266,0.186963,0.05101,0.277457,1.597479,0.023438,9.65625,9.632813,medium,0.116241,female
0.239259,0.031242,low,0.240632,0.222496,0.264076,0.04158,low,2.021721,6.092893,0.812133,0.119985,0.220727,0.239259,0.183482,0.047809,0.27907,1.655729,0.023438,11.039063,11.015625,medium,0.083965,female
0.23436,0.033201,low,0.236742,0.219438,0.255618,0.03618,low,1.802311,5.349025,0.835651,0.165938,0.228483,0.23436,0.182489,0.047714,0.27907,1.08364,0.023438,10.21875,10.195313,medium,0.036732,female
